objectid,c_mun_via,via_loc,nombre_calle,nombre_municipio
32707,5090003112,Calle Mar de Aragón   (Zaragoza),Calle Mar de Aragón,Zaragoza
33034,5090005296,Calle Sagrada   (Monzalbarba),Calle Sagrada,Monzalbarba
33013,5090005260,Calle Septiembre -El Zorongo-   (Zaragoza),Calle Septiembre -El Zorongo-,Zaragoza
33357,5090003500,Ronda del Aeropuerto   (Zaragoza),Ronda del Aeropuerto,Zaragoza
33121,5090000351,Calle Germana de Foix   (Zaragoza),Calle Germana de Foix,Zaragoza
33129,5090000359,Calle Fray Lamberto Zaragoza   (Zaragoza),Calle Fray Lamberto Zaragoza,Zaragoza
33453,5090000459,Avenida Jota   (Zaragoza),Avenida Jota,Zaragoza
27317,5024300000,-    (Menuza),-,Menuza
27833,5020200013,Barrio Alto   (Paracuellos de Jiloca),Barrio Alto,Paracuellos de Jiloca
27882,5024600032,Calle Iglesia   (Viver de La Sierra),Calle Iglesia,Viver de La Sierra
27140,5025500199,Calle Pilar   (Sancho Abarca),Calle Pilar,Sancho Abarca
27147,5025500206,Calle Agustina de Aragón   (Tauste),Calle Agustina de Aragón,Tauste
27401,5019800003,Calle Corona de Aragón   (Orés),Calle Corona de Aragón,Orés
26936,5016700002,Calle Barrio Bajo   (Mesones de Isuela),Calle Barrio Bajo,Mesones de Isuela
26195,5018200010,Calle Arco   (Muel),Calle Arco,Muel
26446,5011900039,Calle Miguel de Miguel   (Gallur),Calle Miguel de Miguel,Gallur
26707,5014400016,Calle Lanaja   (Longares),Calle Lanaja,Longares
27443,5022000037,Avenida Navas   (La Puebla de Alfindén),Avenida Navas,La Puebla de Alfindén
27455,5022000054,Calle Justicia   (La Puebla de Alfindén),Calle Justicia,La Puebla de Alfindén
27460,5022000059,Calle Huesca   (La Puebla de Alfindén),Calle Huesca,La Puebla de Alfindén
27467,5022000066,Calle Río Aragón   (La Puebla de Alfindén),Calle Río Aragón,La Puebla de Alfindén
28060,5022400062,Calle M Dolores Cabello   (Quinto),Calle M Dolores Cabello,Quinto
28068,5022400079,Calle Huesca   (Quinto),Calle Huesca,Quinto
28074,5022400093,Calle Manuel Albar   (Quinto),Calle Manuel Albar,Quinto
27816,5020100036,Calle Juana Cebrian   (Paniza),Calle Juana Cebrian,Paniza
27626,5022000105,Calle Encina Malpica   (La Puebla de Alfindén),Calle Encina Malpica,La Puebla de Alfindén
27637,5022000116,Calle Cuevas   (La Puebla de Alfindén),Calle Cuevas,La Puebla de Alfindén
27643,5022000123,Calle Travesía Tolon   (Malpica),Calle Travesía Tolon,Malpica
27648,5022000131,Calle Peral Malpica   (La Puebla de Alfindén),Calle Peral Malpica,La Puebla de Alfindén
27655,5022000139,Calle Ramiro II el Monje   (La Puebla de Alfindén),Calle Ramiro II el Monje,La Puebla de Alfindén
27909,5024700019,Edificios Diseminados   (Sierra de Luna),Edificios Diseminados,Sierra de Luna
26199,5018200014,Avenida García Jiménez   (Muel),Avenida García Jiménez,Muel
26756,5016600085,Calle Letra J   (Mequinenza),Calle Letra J,Mequinenza
27725,5024500002,Calle Bañuelo   (Sediles),Calle Bañuelo,Sediles
27734,5024500014,Calle Jota   (Sediles),Calle Jota,Sediles
27743,5024500023,Calle Fuente Vieja   (Sediles),Calle Fuente Vieja,Sediles
27965,5020200029,Glorieta San Antonio   (Paracuellos de Jiloca),Glorieta San Antonio,Paracuellos de Jiloca
27464,5022000063,Calle Río Piedra   (La Puebla de Alfindén),Calle Río Piedra,La Puebla de Alfindén
27210,5019400065,Calle San Isidro   (Nuez de Ebro),Calle San Isidro,Nuez de Ebro
30922,5090002803,Calle Nuevo Parque   (San Gregorio),Calle Nuevo Parque,San Gregorio
30720,5090002691,Camino Tomillar   (Venta del Olivar),Camino Tomillar,Venta del Olivar
30733,5090002714,Calle Andador Anayet   (Zaragoza),Calle Andador Anayet,Zaragoza
31005,5029100010,Diseminados Afueras   (Villalba de Perejil),Diseminados Afueras,Villalba de Perejil
31341,5090001320,Calle Fernando Altolaguirre   (Zaragoza),Calle Fernando Altolaguirre,Zaragoza
31347,5090001326,Calle Pedro Atares   (Zaragoza),Calle Pedro Atares,Zaragoza
31353,5090001332,Calle Cadena de la Granja   (Zaragoza),Calle Cadena de la Granja,Zaragoza
32457,5090000186,Calle Cartagena   (Zaragoza),Calle Cartagena,Zaragoza
32463,5090000192,Calle Marqués Casa Jiménez   (Zaragoza),Calle Marqués Casa Jiménez,Zaragoza
32477,5090001653,Calle Limite   (Casetas),Calle Limite,Casetas
31553,5030602975,Calle del Cantón   (Villamayor de Gállego),Calle del Cantón,Villamayor de Gállego
33468,5090000475,Calle Lapuyade   (Zaragoza),Calle Lapuyade,Zaragoza
31523,5030601917,Diseminados Villamayor   (Villamayor de Gállego),Diseminados Villamayor,Villamayor de Gállego
31947,5090003019,Camino del Monton   (Miralbueno),Camino del Monton,Miralbueno
31971,5090003051,Plaza Ángel Sanz Briz   (Zaragoza),Plaza Ángel Sanz Briz,Zaragoza
31668,5090005735,Área Sd Sector 38/3   (Zaragoza),Área Sd Sector 38/3,Zaragoza
32290,5090003741,Calle Semblante Aragonés   (Zaragoza),Calle Semblante Aragonés,Zaragoza
31206,5029300015,Calle Miguel Servet   (Villanueva de Gállego),Calle Miguel Servet,Villanueva de Gállego
31214,5029300033,Plaza Fernando El Católico   (Villanueva de Gállego),Plaza Fernando El Católico,Villanueva de Gállego
30921,5090002802,Calle Inocencio Ruiz Lasala   (Santa Isabel),Calle Inocencio Ruiz Lasala,Santa Isabel
31219,5029300039,Calle Tenor Fleta   (Villanueva de Gállego),Calle Tenor Fleta,Villanueva de Gállego
30325,5028000010,Plaza España   (Valmadrid),Plaza España,Valmadrid
30300,5019300024,Calle Tranquera Num 5   (La Tranquera),Calle Tranquera Num 5,La Tranquera
30197,5025500104,Calle Giménez Soler   (Tauste),Calle Giménez Soler,Tauste
30223,5025500131,Calle Edison   (Tauste),Calle Edison,Tauste
30799,5029000012,Avenida Zaragoza   (Villafranca de Ebro),Avenida Zaragoza,Villafranca de Ebro
30514,5090002630,Camino Mozota   (Venta del Olivar),Camino Mozota,Venta del Olivar
30527,5090002646,Calle Bilbao   (Casetas),Calle Bilbao,Casetas
31825,5090001461,Plaza Luna   (Zaragoza),Plaza Luna,Zaragoza
31831,5090001467,Calle San Babil   (Zaragoza),Calle San Babil,Zaragoza
33740,5030400310,Calle Sierra de Guara   (Estación Portazgo),Calle Sierra de Guara,Estación Portazgo
34047,5030400398,Calle Sierra de Moncayo   (El Aliagar),Calle Sierra de Moncayo,El Aliagar
34062,5090000624,Calle Nuestra Señora de las Aguas   (Zaragoza),Calle Nuestra Señora de las Aguas,Zaragoza
34069,5090000632,Calle Obispo Laplana   (Zaragoza),Calle Obispo Laplana,Zaragoza
34045,5030400396,Calle Sierra de Alcubierre   (El Aliagar),Calle Sierra de Alcubierre,El Aliagar
34356,5090000744,Plaza Reboleria   (Zaragoza),Plaza Reboleria,Zaragoza
33555,5090002230,Calle Sauce   (Santa Isabel),Calle Sauce,Santa Isabel
33541,5090002192,Calle Buenos Aires   (San Gregorio),Calle Buenos Aires,San Gregorio
33562,5090002248,Calle Braulio Lausín   (Zaragoza),Calle Braulio Lausín,Zaragoza
33566,5090002258,Calle Monasterio Nuestra Señora de Monlora   (Zaragoza),Calle Monasterio Nuestra Señora de Monlora,Zaragoza
32639,5090000261,Calle Covadonga   (Zaragoza),Calle Covadonga,Zaragoza
32651,5090001718,Calle Mayor   (Miralbueno),Calle Mayor,Miralbueno
33022,5090005272,Colonia San Lamberto   (Venta del Olivar),Colonia San Lamberto,Venta del Olivar
33344,5090003486,Plaza de la Ermita   (Zaragoza),Plaza de la Ermita,Zaragoza
33711,5030400270,Calle Ronda   (Ontinar de Salz),Calle Ronda,Ontinar de Salz
33722,5030400290,Calle Ontinar   (Zuera),Calle Ontinar,Zuera
33729,5030400298,Calle Estatuto de Autonomía   (Zuera),Calle Estatuto de Autonomía,Zuera
33737,5030400307,Calle Los Mallos de Riglos   (Estación Portazgo),Calle Los Mallos de Riglos,Estación Portazgo
32586,5090000206,Calle Pedro del Castillo   (Zaragoza),Calle Pedro del Castillo,Zaragoza
32556,5029800031,Avenida Virgen Sierra   (Villarroya de La Sierra),Avenida Virgen Sierra,Villarroya de La Sierra
32864,5090000287,Calle Doctor Horno Alcorta   (Zaragoza),Calle Doctor Horno Alcorta,Zaragoza
32873,5090000296,Calle Dos de Mayo   (Zaragoza),Calle Dos de Mayo,Zaragoza
33137,5090000368,Calle Nicolás Funes   (Zaragoza),Calle Nicolás Funes,Zaragoza
33152,5090000383,Calle Gastón   (Zaragoza),Calle Gastón,Zaragoza
33163,5090000398,Calle Vicente Gómez Salvo   (Zaragoza),Calle Vicente Gómez Salvo,Zaragoza
34597,5090005979,Área F-89-1   (Zaragoza),Área F-89-1,Zaragoza
34607,5090005992,Área H-61-9   (Zaragoza),Área H-61-9,Zaragoza
34619,5090006006,Diseminados Torre Medina   (Urbanización Torre Abejero),Diseminados Torre Medina,Urbanización Torre Abejero
33756,5090000530,Calle Maestro Marquina   (Zaragoza),Calle Maestro Marquina,Zaragoza
33763,5090000537,Calle Mallen   (Zaragoza),Calle Mallen,Zaragoza
33769,5090000543,Calle La Marina   (Zaragoza),Calle La Marina,Zaragoza
33777,5090000552,Calle Eloy Martínez   (Zaragoza),Calle Eloy Martínez,Zaragoza
32951,5090001803,Calle Santiago   (Peñaflor),Calle Santiago,Peñaflor
27189,5019400028,Calle Sisallar L-1   (Nuez de Ebro),Calle Sisallar L-1,Nuez de Ebro
28052,5022400051,Calle Letra G   (Quinto),Calle Letra G,Quinto
27322,5024300005,Calle Carmen   (Sástago),Calle Carmen,Sástago
27333,5024300017,Calle Cantón Piquete   (Sástago),Calle Cantón Piquete,Sástago
27448,5022000043,Carretera Zaragoza   (La Puebla de Alfindén),Carretera Zaragoza,La Puebla de Alfindén
27119,5025500175,Calle San Simón y San Judas   (Tauste),Calle San Simón y San Judas,Tauste
27146,5025500205,Avenida Obispo José M Conget   (Tauste),Avenida Obispo José M Conget,Tauste
26643,5012000019,Calle Agustina de Aragón   (Gelsa),Calle Agustina de Aragón,Gelsa
27922,5026800005,Calle Cuevas   (Tosos),Calle Cuevas,Tosos
26666,5012000053,Calle Huesca   (Gelsa),Calle Huesca,Gelsa
27043,5019100029,Calle San Isidro Labrador   (Novallas),Calle San Isidro Labrador,Novallas
26746,5016600075,Calle Letra B   (Mequinenza),Calle Letra B,Mequinenza
27204,5019400058,Calle Agustina de Aragón   (Nuez de Ebro),Calle Agustina de Aragón,Nuez de Ebro
27479,5022000078,Calle Letra M   (La Puebla de Alfindén),Calle Letra M,La Puebla de Alfindén
27733,5024500013,Calle Detras Lugar a   (Sediles),Calle Detras Lugar a,Sediles
26201,5018200016,Calle General Mola   (Muel),Calle General Mola,Muel
27821,5020120093,Diseminados LA PUEBLA DE CASTRO   (Paniza),Diseminados LA PUEBLA DE CASTRO,Paniza
27071,5023800143,Calle Mario Benedetti   (Polígono Industrial),Calle Mario Benedetti,Polígono Industrial
27050,5019100040,Avenida Principe Felipe   (Novallas),Avenida Principe Felipe,Novallas
26898,5014800004,Calle Barriocurto   (Luceni),Calle Barriocurto,Luceni
26128,5016400016,Carretera Zaragoza Teruel   (María de Huerva),Carretera Zaragoza Teruel,María de Huerva
26134,5016400022,Calle Letra D   (María de Huerva),Calle Letra D,María de Huerva
26142,5016400032,Calle Moncayo   (María de Huerva),Calle Moncayo,María de Huerva
26148,5016400038,Calle Maladeta   (María de Huerva),Calle Maladeta,María de Huerva
26419,5011900011,Carretera Borja   (Gallur),Carretera Borja,Gallur
26727,5014400038,Camino Villanueva   (Longares),Camino Villanueva,Longares
26218,5011700004,Calle Cuatro Esquinas   (Fuentes de Jiloca),Calle Cuatro Esquinas,Fuentes de Jiloca
31838,5090001474,Calle Río Guadalope   (Zaragoza),Calle Río Guadalope,Zaragoza
31843,5090001481,Calle José Paricio Frontiñán   (Zaragoza),Calle José Paricio Frontiñán,Zaragoza
32142,5090001560,Calle Iglesia   (Alfocea),Calle Iglesia,Alfocea
32462,5090000191,Calle Wenceslao Fernández Florez   (Zaragoza),Calle Wenceslao Fernández Florez,Zaragoza
32294,5090003745,Calle la Plaza   (Zaragoza),Calle la Plaza,Zaragoza
31386,5090003366,Camino Torre Verla   (Montañana),Camino Torre Verla,Montañana
31396,5090003379,Calle Amado Emilio Mene Arruga   (Zaragoza),Calle Amado Emilio Mene Arruga,Zaragoza
31400,5090003385,Plaza Sheila Herrero   (Zaragoza),Plaza Sheila Herrero,Zaragoza
31683,5090005750,Calle El Doctor Mabuse   (Zaragoza),Calle El Doctor Mabuse,Zaragoza
31693,5090005761,Calle Morena Clara   (Zaragoza),Calle Morena Clara,Zaragoza
31704,5090005778,Calle El Golem   (Zaragoza),Calle El Golem,Zaragoza
31977,5090003057,Calle Paniza   (Zaragoza),Calle Paniza,Zaragoza
30617,5090000867,Calle Santa Inés   (Zaragoza),Calle Santa Inés,Zaragoza
31217,5029300037,Calle Sagunto   (Villanueva de Gállego),Calle Sagunto,Villanueva de Gállego
30297,5019300021,Edificios Diseminados   (Nuévalos),Edificios Diseminados,Nuévalos
30936,5090002837,Calle Juan de Lanuza   (Casetas),Calle Juan de Lanuza,Casetas
31063,5090001072,Calle Santa Teresa de Jesús   (Zaragoza),Calle Santa Teresa de Jesús,Zaragoza
31074,5090001083,Calle Jazmín   (Zaragoza),Calle Jazmín,Zaragoza
31324,5090001302,Arzobispo Domenech   (Zaragoza),Arzobispo Domenech,Zaragoza
31323,5090001301,Calle San Antonio Abad   (Zaragoza),Calle San Antonio Abad,Zaragoza
32485,5090001665,Camino Barrio del Cañón   (Garrapinillos),Camino Barrio del Cañón,Garrapinillos
32493,5090001685,Calle Sagrada   (Garrapinillos),Calle Sagrada,Garrapinillos
31557,5030602979,Calle Barranco de Paguila   (Villamayor de Gállego),Calle Barranco de Paguila,Villamayor de Gállego
31565,5030605454,Pasaje Salitreria   (Villamayor de Gállego),Pasaje Salitreria,Villamayor de Gállego
31574,5090001340,Calle Cruz del Sur   (Zaragoza),Calle Cruz del Sur,Zaragoza
31584,5090001353,Calle Flor de Lis   (Zaragoza),Calle Flor de Lis,Zaragoza
31850,5090001489,Calle Monasterio Santa María de Ripoll   (Zaragoza),Calle Monasterio Santa María de Ripoll,Zaragoza
31978,5090003058,Calle Aguarón   (Zaragoza),Calle Aguarón,Zaragoza
31989,5090003070,Plaza Nuez de Ebro   (Zaragoza),Plaza Nuez de Ebro,Zaragoza
32297,5090003752,Plaza Párroco José Pina Lanuza   (Zaragoza),Plaza Párroco José Pina Lanuza,Zaragoza
32305,5090003783,V. González Abanses   (Movera),V. González Abanses,Movera
32312,5090003842,Calle  Los Puentes de Madison   (Zaragoza),Calle  Los Puentes de Madison,Zaragoza
32321,5090005002,Diseminados Torre Cañaveral   (Peñaflor),Diseminados Torre Cañaveral,Peñaflor
31404,5090003389,Calle Gallocanta   (Zaragoza),Calle Gallocanta,Zaragoza
32959,5090001817,Plaza España   (San Juan de Mozarrifar),Plaza España,San Juan de Mozarrifar
33257,5090002024,Calle Jesús y María   (San Gregorio),Calle Jesús y María,San Gregorio
33243,5090002007,Plaza Canal Imperial de Aragón   (Zaragoza),Plaza Canal Imperial de Aragón,Zaragoza
32741,5090003178,Calle Andador Cubel Benedicto   (Santa Isabel),Calle Andador Cubel Benedicto,Santa Isabel
32746,5090003188,Calle Francisco Iñiguez Almech   (Zaragoza),Calle Francisco Iñiguez Almech,Zaragoza
32752,5090003196,Calle del Azahar   (San Juan de Mozarrifar),Calle del Azahar,San Juan de Mozarrifar
32757,5090003202,Calle del Quintal   (San Juan de Mozarrifar),Calle del Quintal,San Juan de Mozarrifar
32762,5090003207,Calle La Fanega   (San Juan de Mozarrifar),Calle La Fanega,San Juan de Mozarrifar
33036,5090005301,Barrio Cantarranas   (Zaragoza),Barrio Cantarranas,Zaragoza
33046,5090005318,Camino Río   (San Juan de Mozarrifar),Camino Río,San Juan de Mozarrifar
33741,5030400311,Calle Valle de Zuriza   (Estación Portazgo),Calle Valle de Zuriza,Estación Portazgo
33060,5090005344,Carretera Madrid-Barcelona   (Zaragoza),Carretera Madrid-Barcelona,Zaragoza
33378,5030400126,Calle Gállego   (Ontinar de Salz),Calle Gállego,Ontinar de Salz
33094,5030400050,Calle Ms Constantino   (Zuera),Calle Ms Constantino,Zuera
33438,5030400213,Calle Arana Romualdo   (Zuera),Calle Arana Romualdo,Zuera
32800,5030000011,Edificios Diseminados   (Vistabella),Edificios Diseminados,Vistabella
33088,5030400032,Plaza Placeta   (Zuera),Plaza Placeta,Zuera
33778,5090000553,Calle Jusepe Martínez   (Zaragoza),Calle Jusepe Martínez,Zaragoza
34050,5090000612,Avenida Navarra   (Zaragoza),Avenida Navarra,Zaragoza
34079,5090000642,Calle Oriente   (Zaragoza),Calle Oriente,Zaragoza
34372,5090000760,Calle Rigel   (Zaragoza),Calle Rigel,Zaragoza
34613,5090005999,Área H-83-2   (Zaragoza),Área H-83-2,Zaragoza
30537,5028600004,Calle Corrales Bajos   (Vierlas),Calle Corrales Bajos,Vierlas
30809,5029000022,Calle Camino C   (Villafranca de Ebro),Calle Camino C,Villafranca de Ebro
30529,5090002648,Calle Burgos   (Casetas),Calle Burgos,Casetas
31129,5090002905,Calle Siracusa   (Zaragoza),Calle Siracusa,Zaragoza
31133,5090002910,Calle Jardines de la Concordia   (Zaragoza),Calle Jardines de la Concordia,Zaragoza
31143,5090002920,Calle Antonio Galindo   (Zaragoza),Calle Antonio Galindo,Zaragoza
33862,5090002332,Calle Andador Salvatierra de Esca   (Zaragoza),Calle Andador Salvatierra de Esca,Zaragoza
31142,5090002919,Calle Carmelo Betore Bergua   (Zaragoza),Calle Carmelo Betore Bergua,Zaragoza
30269,5019200019,Calle Foyuelas   (Novillas),Calle Foyuelas,Novillas
30275,5019200028,Camino Foyuelas   (Novillas),Camino Foyuelas,Novillas
30535,5028600002,Calle Carretera   (Vierlas),Calle Carretera,Vierlas
30565,5028800011,Camino Letra a   (Villadoz),Camino Letra a,Villadoz
30878,5090001019,Calle Ortilla   (Zaragoza),Calle Ortilla,Zaragoza
23763,5014900011,Plaza Fuente de La   (Luesia),Plaza Fuente de La,Luesia
23797,5016700018,Calle La Portilla   (Mesones de Isuela),Calle La Portilla,Mesones de Isuela
23553,5003000025,Calle Trasmuro a   (Añón de Moncayo),Calle Trasmuro a,Añón de Moncayo
23560,5006700300,Calle Aguilar Abuja   (Embid de La Ribera),Calle Aguilar Abuja,Embid de La Ribera
22333,5007400196,Calle Carpa   (Dique),Calle Carpa,Dique
22618,5009500189,Calle Aragón   (Ejea de Los Caballeros),Calle Aragón,Ejea de Los Caballeros
23426,5008100039,Camino Eras   (Cetina),Camino Eras,Cetina
23447,5009500011,Calle Cantarería   (Ejea de Los Caballeros),Calle Cantarería,Ejea de Los Caballeros
23706,5009900036,Calle Triperia   (Épila),Calle Triperia,Épila
23680,5009900009,Calle Cabezo Calvario   (Épila),Calle Cabezo Calvario,Épila
23561,5006700302,Calle Ermita   (Embid de La Ribera),Calle Ermita,Embid de La Ribera
22874,5005126871,Carretera S/N   (Biota),Carretera S/N,Biota
23094,5006700121,Calle Teatro   (Calatayud),Calle Teatro,Calatayud
23101,5006700131,Calle Valentín Gómez   (Calatayud),Calle Valentín Gómez,Calatayud
23109,5006700143,Calle Desengaño   (Calatayud),Calle Desengaño,Calatayud
23343,5006700191,Paseo Fernando El Católico   (Calatayud),Paseo Fernando El Católico,Calatayud
23083,5006700108,Calle Santa María   (Calatayud),Calle Santa María,Calatayud
23587,5008200010,Calle Remacha Gregorio   (Cimballa),Calle Remacha Gregorio,Cimballa
23532,5003000004,Edificios Diseminados   (Añón de Moncayo),Edificios Diseminados,Añón de Moncayo
23818,5016800022,Calle Corral Nicolás   (Mezalocha),Calle Corral Nicolás,Mezalocha
21981,5004500071,Edificios Diseminados   (Belchite),Edificios Diseminados,Belchite
22576,5006620137,Calle BARDALLUR   (Las Colinas),Calle BARDALLUR,Las Colinas
23599,5008300003,Calle Cura   (Cinco Olivas),Calle Cura,Cinco Olivas
23868,5010000018,Calle Fuente   (Erla),Calle Fuente,Erla
23077,5006700102,Plaza San Marcos   (Calatayud),Plaza San Marcos,Calatayud
23593,5008200016,Edificios Diseminados   (Cimballa),Edificios Diseminados,Cimballa
20744,5006800013,Calle Capilla   (Calatorao),Calle Capilla,Calatorao
19983,4426000061,Calle Pizarro   (Valderrobres),Calle Pizarro,Valderrobres
27738,5024500018,Edificios Diseminados   (Sediles),Edificios Diseminados,Sediles
27972,5020200036,Camino Piscinas   (Paracuellos de Jiloca),Camino Piscinas,Paracuellos de Jiloca
27981,5020300004,Calle Horno   (Paracuellos de La Ribera),Calle Horno,Paracuellos de La Ribera
27220,5019500001,Calle Cantón   (Olvés),Calle Cantón,Olvés
30953,5090002861,Calle Carrera del Sábado   (Zaragoza),Calle Carrera del Sábado,Zaragoza
